,text,Date,label
1909,go another clinton scandal e mails yet believe crooked hillary knew fix b never chance,07/25/2016,1
1910,crooked hillary clinton knew everything servant dnc got caught laughed bernie,07/25/2016,1
1911,bernie sanders seeing released e mails continues look exhausted done legacy never,07/25/2016,1
1912,thank makeamericagreatagain,07/25/2016,0
1913,hillary involved e mail scandal one judgement bad thing could happened,07/25/2016,1
1914,much bad judgement display people dnc writing really dumb e mails using even religion bernie,07/25/2016,1
1915,new joke town russia leaked disastrous dnc e mails never written stupid putin likes,07/25/2016,1
1916,watched crooked hillary clinton tim kaine minutes way going fix america problems isis others laughing,07/24/2016,1
1917,ratings republican national convention good final night speech great thank,07/24/2016,1
1918,highly neurotic debbie wasserman schultz angry stealing cheating way crooked hillary victory,07/24/2016,1
1919,democrats total meltdown biased media say great e mails say rigged system alive well,07/24/2016,1
1920,even though bernie sanders lost energy strength believe supporters let crooked hillary hook,07/24/2016,1
1921,crooked hillary clinton loyal person rigged system pushed top dws bad bernie flamed,07/24/2016,1
1922,republican convention blown e mails resignation boss beat big player bernie media would go wild,07/24/2016,1
1923,panels one sided almost trump much better ratings much higher watch cnn,07/24/2016,1
1924,always said debbie wasserman schultz overrated dems convention cracking bernie exhausted energy left,07/24/2016,1
1925,today proves always known priebus tough one smart one debbie wasserman shultz,07/24/2016,0
1926,sorry folks bernie sanders exhausted go longer trying dismiss new e mails dnc disrespect sad,07/24/2016,1
1927,longer bernie sanders political revolution turning weak somewhat pathetic figurewants end,07/24/2016,1
1928,analysis showed bernie sanders would democratic nomination super delegates,07/24/2016,1
1929,looks like bernie people fight blood sweat tears total waste time kaine stands opposite,07/24/2016,1
1930,wow president obama brother malik announced voting probably treated badly president like everybody else,07/24/2016,1
1931,bernie sanders started strong selection kaine v p ending really weak much movement total disrespect,07/24/2016,1
1932,crooked hillary v p choice disrespectful bernie sanders supporters another case bad judgement h,07/24/2016,1
1933,makeamericagreatagain trumppence,07/24/2016,0
1934,dinesh sousa hillary america see,07/23/2016,1
1935,kaine supported stupidest deal history deals hillarykaine,07/23/2016,1
1936,thank everyone wonderful reviews speech thursday night heart,07/23/2016,1
1937,wikileaks e mail release today bad sanders make impossible support unless fraud,07/23/2016,0
1938,saw crooked hillary tim kaine together isis enemies drooling look presidential,07/23/2016,1
1939,bring jobs back get wages people real wage increase almost twenty years clinton killed jobs,07/23/2016,1
1940,tim kaine praising trans pacific partnership pushing hard get approved job killer,07/23/2016,1
1941,funny democrats would convention pennsylvania husband killed many jobs bring jobs back,07/23/2016,1
1942,crooked hillary clinton destroyed jobs manufacturing pennsylvania steelworkers miners husband signed nafta,07/23/2016,1
1943,leaked e mails dnc show plans destroy bernie sanders mock heritage much line wikileakes really vicious rigged,07/23/2016,1
1944,pocahontas wanted v p slot badly chosen done nothing senate also crooked hillary hates,07/23/2016,1
1945,tim kaine always owned banks bernie supporters outraged last choice bernie fought nothing,07/23/2016,1
1946,bernie sanders supporters furious choice tim kaine represents opposite bernie stands philly fight,07/23/2016,1
1947,general michael flynn make great secretary defense become potus makeamericasafeagain,07/23/2016,1
1948,highly recommend book field fight general michael flynn defeat radical islam,07/23/2016,1
1949,kaine took hundreds thousands dollars gifts governor virginia get indicted bob,07/23/2016,1
1950,another attack time germany many killed god bless people munich,07/22/2016,1
1951,one best produced including incredible stage set history conventions great unity big v ratings,07/22/2016,1
1952,thank cleveland love back many times,07/22/2016,1
1953,great four days cleveland proud great job done rnc police secret service fantastic,07/22/2016,1
1954,make america safe great rncincle,07/22/2016,0
1955,formal acceptance nomination trumppence,07/22/2016,0
1956,watch video live podium rncincle trumpiswithyou makeamericagreatagain,07/22/2016,0
1957,movement rncincle,07/21/2016,0
1958,work hard never let make america great,07/21/2016,0
1959,work hard never let make america great,07/21/2016,0
1960,thank proud rncincle trumppence,07/21/2016,0
1961,set new goal raise million grassroots supporters midnight,07/21/2016,0
1962,set new goal raise million grassroots supporters midnight,07/21/2016,0
1963,great job rncincle,07/21/2016,0
1964,small group people suffered massive embarrassing losses party united great love arena,07/21/2016,1
1965,limited opportunity get official trump gear shop,07/21/2016,0
1966,ted cruz talks constitution say dems win presidency new justices appointed destroy us,07/21/2016,1
1967,soooo proud children eric tiffany speeches enormous pressure incredible ivanka intros tonight,07/21/2016,1
1968,great job proud americafirst rncincle,07/21/2016,0
1969,make america great,07/21/2016,0
1970,arena packed totally electric,07/21/2016,1
1971,fantastic tonight great v p,07/21/2016,1
1972,next vice president united states america gov gopincle gopconvention americafirst,07/21/2016,0
1973,wow ted cruz got booed stage honor pledge saw speech two hours early let speak anyway big deal,07/21/2016,1
1974,great job proud americafirst rncincle,07/21/2016,0
1975,limited opportunity get official trump gear shop,07/21/2016,0
1976,limited opportunity get official trump gear shop,07/21/2016,0
1977,thank americafirst rncincle,07/21/2016,0
1978,texttrump exclusive updates make america great,07/21/2016,0
1979,thank governor warm support great speech,07/21/2016,1
1980,thank americafirst,07/21/2016,0
1981,americafirst rncincle,07/21/2016,0
1982,watching gopconvention americafirst rncincle,07/20/2016,0
1983,john kasich never asked v p arrived cleveland great two days,07/20/2016,1
1984,urgent announced million fundraising goal tonight please stand us,07/20/2016,0
1985,statement melania speech,07/20/2016,0
1986,media spending time forensic analysis melania speech fbi spent hillary emails,07/20/2016,0
1987,good news melania speech got publicity history politics especially believe press good press,07/20/2016,0
1988,november think people ohio remember republicans picked cleveland instead going another state jobs,07/20/2016,1
1989,bill hemmer nice explaining excitement energy arena past years,07/20/2016,1
1990,congratulations children tiffany done fantastic job last night proud,07/20/2016,1
1991,great honor republican nominee president united states work hard never let america first,07/19/2016,1
1992,roll call beginning republican national convention exciting,07/19/2016,1
1993,makeamericaworkagain trumppence rncincle,07/19/2016,0
1994,makeamericaworkagain trumppence rncincle,07/19/2016,0
1995,democrats coming trump used proud dem party crooked people,07/19/2016,1
1996,truly honor introduce wife melania speech demeanor absolutely incredible proud gopconvention,07/19/2016,0
1997,tonight pm prior melania speech gopconvention tune great rncincle,07/19/2016,0
1998,makeamericasafeagain gopconvention rncincle,07/18/2016,0
1999,networks low ratings fair exciting,07/18/2016,1
2000,worst go dumb one sided panels podium speaker trump vast majority want make america great,07/18/2016,1
2001,looking forward convention tonight watch wonderful speakers including wife melania place looks beautiful,07/18/2016,0
2002,thank mahoning county ohio see soon makeamericasafeagain,07/18/2016,0
2003,president obama news conference clue country divided crime scene get worse,07/17/2016,1
2004,country totally divided enemies watching looking good looking smart looking tough,07/17/2016,1
2005,minutes donaldtrump running mate appear minutes first joint interview cbs,07/17/2016,1
2006,minutes tonight p mike pence talking law order many subjects bad times divided usa,07/17/2016,1
2007,trying fight isis people killing police country divided control world watching,07/17/2016,1
2008,grieve officers killed baton rouge today many law enforcement people,07/17/2016,0
2009,ratings blow away ratings even close cnn clinton news network people like,07/17/2016,1
2010,much better far truthful negative guests stacked crooked hillary watch,07/17/2016,1
2011,goofy elizabeth warren weak senator lie heritage native american would nothing today pick h,07/17/2016,1
2012,hope crooked hillary picks goofy elizabeth warren sometimes referred pocahontas v p litigate fraud,07/17/2016,1
2013,matter crooked hillary experience look bad decisions made bernie said bad judgement,07/17/2016,1
2014,days weeks go see total mess country world crooked hillary clinton led obama bad decisions,07/17/2016,1
2015,going great time cleveland lead special results country make america great,07/17/2016,1
2016,goofy elizabeth warren may least productive senator u senate must prove fraud without con,07/17/2016,1
2017,thank jack morgan tamara neo cheryl ann kraft friends supporters virginia great job,07/17/2016,1
2018,great news nominated ireland best golf hotel would appreciate vote,07/17/2016,1
2019,thank chris cox bikers trump support amazing never forget make america great,07/17/2016,1
2020,donate today help make america great help stop crooked hillary clinton,07/16/2016,0
2021,donate today help make america great help stop crooked hillary clinton,07/16/2016,0
2022,thank trumppence,07/16/2016,0
2023,crooked hillary clinton bought paid wall street lobbyists special interests sell country tubes,07/16/2016,1
2024,sad person made many mistakes crooked hillary clinton put false vicious ads phony money,07/16/2016,1
2025,crooked hillary embarrassed country e mail lies disaster foreign policy look happening,07/16/2016,1
2026,crooked hillary spending big wall street money ads saying foreign policy experience yet look policies done,07/16/2016,1
2027,look forward introducing governor mike pence done spectacular job great state indiana first choice start,07/16/2016,1
2028,look forward governor mike pence v p introduction tomorrow new york city,07/16/2016,1
2029,pleased announce chosen governor mike pence vice presidential running mate news conference tomorrow,07/15/2016,1
2030,four years weakness crooked hillary administration acceptable look happened world hillary,07/15/2016,1
2031,nevertrump never crushed last night cleveland rules committee vote make america great,07/15/2016,1
2032,prayers condolences victims families terrible tragedy nice france every way,07/15/2016,0
2033,light horrible attack nice france postponed tomorrow news conference concerning vice presidential announcement,07/14/2016,1
2034,another horrific attack time nice france many dead injured learn getting worse,07/14/2016,1
2035,employ many people state virginia jobs jobs jobs crooked hillary sell us like husband nafta,07/14/2016,0
2036,another new poll thank support join movement today imwithyou,07/14/2016,0
2037,great new poll thank america trump imwithyou,07/14/2016,0
2038,making announcement vice presidential pick friday manhattan details follow,07/14/2016,0
2039,win presidency swamp justice ginsburg real judges real legal opinions,07/13/2016,0
2040,even editorial boards condemned justice ginsburg ethical legal breach thinking,07/13/2016,0
2041,supreme court justice ruth bader ginsburg going apologize misconduct big mistake incompetent judge,07/13/2016,0
2042,way san diego raise money republican party spending lot also helping others,07/13/2016,0
2043,voters understand crooked hillary negative ads true like email lies fraudulent activity,07/13/2016,0
2044,despite spending k day tv ads alone crookedhillary falls flat nationwide zero impact sad,07/13/2016,0
2045,lyin crooked hillary email stories one thing common,07/13/2016,0
2046,president obama trying destroy israel bad moves think let know,07/13/2016,0
2047,republican platform pro israel time,07/13/2016,0
2048,new gop platform includes language supports border wall build wall make america safe,07/13/2016,0
2049,crookedhillary outspending combined florida ohio pennsylvania started yet,07/13/2016,0
2050,thank florida ohio pennsylvania crookedhillary qualified imwithyou,07/13/2016,0
2051,thank imwithyou,07/13/2016,0
2052,justice ginsburg u supreme court embarrassed making dumb political statements mind shot resign,07/13/2016,1
2053,thank indiana trump,07/13/2016,0
2054,thank iowa see soon trump imwithyou,07/12/2016,0
2055,interviewed tonight pm enjoy,07/12/2016,0
2056,american people agree free pass crookedhillary,07/12/2016,0
2057,bernie voters want stop bad trade deals global special interests welcome open arms people first,07/12/2016,0
2058,bernie sanders abandoned supporters endorsing pro war pro tpp pro wall street crooked hillary clinton,07/12/2016,0
2059,bernie sanders endorsing crooked hillary clinton like occupy wall street endorsing goldman sachs,07/12/2016,0
2060,crookedhillary qualified,07/12/2016,0
2061,somewhat surprised bernie sanders true supporters happy selling,07/12/2016,1
2062,bernie sanders lost leverage totally sold crooked hillary clinton endorse today fans angry,07/12/2016,1
2063,election choice law order safety chaos crime violence make america safe everyone imwithyou,07/12/2016,0
2064,many years inner cities left behind going deliver jobs safety protection need,07/12/2016,0
2065,crime control rapidly getting worse look going chicago inner cities good,07/12/2016,1
2066,makeamericagreatagain imwithyou,07/12/2016,0
2067,senior united states district judge robert e payne today ruled favor trump campaign delegates argued,07/12/2016,0
2068,speech veterans reform,07/11/2016,0
2069,great poll florida thank,07/11/2016,0
2070,thoughts prayers victims families along everyone berrien county courthouse st joseph michigan,07/11/2016,0
2071,join westfield indiana tomorrow night pm trump tickets,07/11/2016,0
2072,heard underachieving john king inside politics one hour lies happily people watching dead network,07/10/2016,1
2073,media dishonest make statement twist turn make sound bad foolish think public stupid,07/10/2016,1
2074,president obama thinks nation divided people think living world make believe,07/10/2016,1
2075,look happening country weak leadership obama people like crooked hillary clinton divided nation,07/10/2016,1
2076,new poll thank trump,07/09/2016,0
2077,way go true champion proud,07/09/2016,1
2078,make america safe,07/08/2016,0
2079,sad day national tragedy hillary clinton answering softball questions email lies,07/08/2016,0
2080,due horrific events taking place country decided postpone speech economic opportunity today miami,07/08/2016,0
2081,last night horrific execution style shootings dallas law enforcement officers,07/08/2016,0
2082,prayers condolences families thoroughly devastated horrors watching take place country,07/08/2016,1
2083,today crooked hillary officially called lyin crooked hillary,07/08/2016,1
2084,thank speaker americafirst trump,07/07/2016,0
2085,makeamericagreatagain,07/07/2016,0
2086,thank rep collins trump,07/07/2016,0
2087,leaving c great meetings republicans house senate interesting day people love country,07/07/2016,1
2088,great cincinnati ohio last night thank washington c trump americafirst,07/07/2016,0
2089,outrage disney book star david also dishonest media frozen,07/07/2016,0
2090,twitter followers please contribute whatever campaign must beat crooked hillary,07/06/2016,0
2091,convention speaker schedule released tomorrow let today devoted crooked hillary rigged system live,07/06/2016,0
2092,seven million hits social media crooked hillary clinton check sleepy eyes,07/06/2016,1
2093,sleepy eyes chuck todd man little touch politics could watched standing ovation speech n c,07/06/2016,1
2094,even great caesars bankrupt c others follow ask democrat city council happened atlantic city,07/06/2016,1
2095,hillary clinton ask democrat pols atlantic city made wrong moves convention center airport destroyed city,07/06/2016,1
2096,made lot money atlantic city left years ago great timing know pols made big mistakes many bankruptcies,07/06/2016,1
2097,crooked hillary clinton lied fbi people country sooooo guilty watch time come,07/06/2016,1
2098,rigged system may helped hillary clinton escape criminal charges,07/06/2016,0
2099,crooked hillary proven person dishonest incompetent bad judgement,07/06/2016,1
2100,crooked hillary clinton team extremely careless handling sensitive highly classified information fit,07/06/2016,1
2101,crooked hillary clinton unfit serve president u temperament weak opponents strong bad judgement,07/06/2016,1
2102,think voters forget rigged system allowed crooked hillary get away murder come november,07/06/2016,1
2103,raised lot money republican party big gasp figures announced morning lots support win,07/06/2016,1
2104,interviewed tonight pm enjoy,07/06/2016,0
2105,son interviewed tonight pm enjoy,07/06/2016,0
2106,looking forward meeting little traveling north carolina together today,07/05/2016,0
2107,fbi director said crooked hillary compromised national security charges wow riggedsystem,07/05/2016,0
2108,system rigged general petraeus got trouble far less unfair usual bad judgment,07/05/2016,0
2109,great spending time yesterday done fantastic job people iowa u see,07/05/2016,1
2110,taxpayers paying fortune use air force one campaign trail president obama crooked hillary total disgrace,07/05/2016,1
2111,p special meet trumps hope enjoy,07/04/2016,1
2112,president obama allowed use air force one campaign trail crooked hillary flying tomorrow pays,07/04/2016,1
2113,hillary obama terrorist attacks get worse politically correct fools even call radical islam,07/04/2016,1
2114,crooked hillary clinton guilty hell system totally rigged corrupt missing e mails,07/04/2016,1
2115,people interested v p pick people asked,07/04/2016,1
2116,look forward meeting today new jersey done great job senator iowa,07/04/2016,1
2117,spent time indiana governor mike pence family yesterday impressed great people,07/04/2016,1
2118,senator tom cotton great meet press yesterday despite totally one sided interview chuck todd end result solid,07/04/2016,1
2119,dishonest media trying absolute best depict star tweet star david rather sheriff star plain star,07/04/2016,1
2120,happy th july trump americafirst,07/04/2016,0
2121,crooked hillary never able handle complexities danger isis go forever need change,07/04/2016,1
2122,third mass attack slaughter days isis dead baghdad worst many years leadership stop,07/04/2016,1
2123,bangladesh hostages immediately killed isis terrorists unable cite verse koran killed,07/04/2016,1
2124,believe crooked hillary sent bill meeting u g bill trouble h except got caught,07/03/2016,1
2125,secret meeting bill clinton u g back closed plane heightened fbi shouting go away pictures,07/03/2016,1
2126,anybody really believe bill clinton u g talked grandkids golf minutes plane tarmac,07/03/2016,1
2127,system rigged,07/03/2016,1
2128,saturday great man elie wiesel passed away world better place belief good triumph evil,07/03/2016,1
2129,crooked hillary clinton knew husband wanted meet u g work deal system totally rigged corrupt,07/03/2016,1
2130,fool would believe meeting bill clinton u g arranged crooked hillary know,07/03/2016,1
2131,watched totally biased chuck todd entire show good news people get,07/03/2016,1
2132,announced sources charges brought crooked hillary clinton like said system totally rigged,07/02/2016,1
2133,impossible fbi recommend criminal charges hillary clinton wrong bill stupid,07/02/2016,1
2134,thank imwithyou,07/02/2016,0
2135,thank support americafirst leadright,07/02/2016,0
2136,thank americafirst,07/02/2016,0
2137,become next potus ignoring americafirst,07/02/2016,0
2138,crooked hillary makes history imwithyou americafirst,07/02/2016,0
2139,constitution clear right people keep bear arms shall infringed upon,07/02/2016,0
2140,americafirst imwithyou,07/02/2016,0
2141,speakers slots republican convention totally filled long waiting list want speak wednesday release,07/02/2016,1
2142,read failing aware event held cleveland total lie people sick,07/02/2016,1
2143,say see fix make america safe imwithyou americafirst,07/02/2016,0
2144,returned colorado amazing crowd,07/02/2016,1
2145,thank inviting western conservative summit colorado imwithyou wcs,07/01/2016,0
2146,thank support make america safe great imwithyou americafirst,07/01/2016,0
2147,crimes happening elected potus killer never americafirst,07/01/2016,0
2148,yet another terrorist attack today israel father shot palestinian terrorist killed,07/01/2016,0
2149,horrible killing year old american girl home israel palestinian terrorist must get tough,07/01/2016,0
2150,great job fox morning keep good work,07/01/2016,0
2151,take look happened w bill clinton system totally rigged anybody really believe meeting coincidence,07/01/2016,0
2152,bill clinton meeting total secret nobody know caught local reporter,07/01/2016,0
2153,bernie sanders said hillary clinton bad judgement bill meeting probably initiated demanded hillary,07/01/2016,0
2154,throwbackthursday trump,07/01/2016,0
2155,interviewed tonight pm fox enjoy,06/30/2016,0
2156,reason put approximately million successful primary campaign simple want make america great,06/30/2016,0
2157,self funded winning primary campaign approx million loan totally terminated loan,06/30/2016,0
2158,dishonest refuses accept fact forgiven million loan campaign done deal,06/30/2016,0
2159,one reasons hillary hid emails public see got rich selling america,06/30/2016,0
2160,would college graduates want crooked hillary president destroy,06/30/2016,0
2161,new book absolutely terrific must read wakeupamerica,06/30/2016,0
2162,story hillary never change,06/30/2016,0
2163,reasons explain wants continue bad trade deals rather renegotiating making better,06/30/2016,1
2164,tremendous day massachusetts maine thank everyone making special,06/30/2016,1
2165,april year hillary spent campaign mr trump self funding,06/30/2016,1
2166,p enjoy,06/29/2016,1
2167,isis exploded hillary clinton watch done nothing never capable,06/29/2016,0
2168,bangor maine today join pme cross insurance center,06/29/2016,0
2169,new q poll going win whole deal make america great trump,06/29/2016,0
2170,watched senator john barrasso great thank john,06/29/2016,1
2171,would uschamber upset fact want negotiate better stronger trade deals want penalties cheaters,06/29/2016,1
2172,must fight harder american worker china many others taking advantage u terrible trade pacts,06/29/2016,1
2173,iron mike tyson asked speak convention though sure would good job media makes everything,06/29/2016,1
2174,thanks sharing eric need administration incapable keeping country safe,06/29/2016,1
2175,must everything possible keep horrible terrorism outside united states,06/28/2016,0
2176,yet another terrorist attack time turkey willthe world ever realize going sad,06/28/2016,0
2177,hillary clinton presidency would catastrophic forthe future country ill fit bad judgment,06/28/2016,0
2178,benghazi another hillary clinton failure justnever seems work way supposed clinton,06/28/2016,0
2179,check nd video lying crooked hillary online watch crookedhillary trump,06/28/2016,0
2180,canceled cable sick bad coverage fawning clinton listened great speech youtube,06/28/2016,1
2181,would think unions would support potus,06/28/2016,1
2182,also help notice stock market reaction speaking upupup,06/28/2016,1
2183,let get trump supporters massive numbers make america great create jobs,06/28/2016,1
2185,guest today making money fox business pm et pm pt discussing tune,06/28/2016,1
2186,negative comes watch anymore,06/27/2016,1
2187,media unrelenting go report story negative light called brexit hillary wrong watch november,06/27/2016,1
2188,crooked hillary wheeling one least productive senators u senate goofy elizabeth warren lied heritage,06/27/2016,1
2190,djt trump presidency america make brilliant new trade deals donald trump dtmag,06/27/2016,1
2191,hillary read sigh teleprompter fake told feel,06/27/2016,1
2192,know fake like poles primary sure u crush crookedhillary general,06/26/2016,1
2193,dirty poll done disgrace even admit many democrats polled polls good,06/26/2016,1
2194,crooked hillary attacks foreign government donations ignoring,06/26/2016,0
2195,crooked hillary clinton got brexit wrong said leave win sense markets bad judgement question time,06/26/2016,1
2196,hillary clinton change agent old status quo spending fortune spending little close polls,06/26/2016,1
2197,people country want borders without old line pols like crooked hillary win time change jobs,06/26/2016,1
2198,top facts crooked hillary clinton trump stakes election address,06/26/2016,0
2199,poll sample heavy democrats dishonest would polls good,06/26/2016,1
2200,crooked hillary took major ad playing golf turnberry shows hitting shot never lie support son,06/26/2016,1
2201,clinton trying wash away bad judgement call brexit big dollar ads disgraceful,06/26/2016,1
2202,crooked hillary clinton called brexit wrong along obama spending wall street money ad correct call,06/26/2016,1
2203,george one overrated political pundits lost way long ago left republican party made many bad calls,06/26/2016,1
2204,landed new york one night stay scotland turnberry came magnificently son eric great job budget,06/26/2016,1
2205,obama blocked ice officers bp jobs ends president,06/26/2016,0
2206,never liked media term mass deportation must enforce laws land,06/26/2016,0
2207,want admit love people support values americafirst,06/26/2016,0
2208,must suspend immigration regions linked terrorism proven vetting method place,06/26/2016,0
2209,thank everyone came joined us yesterday,06/25/2016,0
2210,th tee box grand daughter kai,06/25/2016,0
2211,arriving back new york tonight video,06/25/2016,0
2212,funny crooked hillary called brexit incorrectly says one deal u k talk action,06/25/2016,1
2213,thoughts prayers everyone west virginia dealing devastating floods imwithyou,06/25/2016,0
2214,get back president trump wait,06/24/2016,1
2216,many people equating brexit going great britain happening u people want country back,06/24/2016,1
2217,opening trump turnberry scotland big success good timing brexit exciting news conference today,06/24/2016,1
2218,crooked hillary called totally wrong brexit went obama saying need lead would disaster,06/24/2016,1
2219,want americans succeed together president obama illegal executive amnesty undermines job prospects,06/24/2016,0
2220,new government data center immigration studies shows new legal illegal immigrants settled,06/24/2016,0
2221,america proud stand shoulder shoulder w free ind uk stand together friends allies people w shared history,06/24/2016,0
2222,self determination sacred right free people people uk exercised right world see,06/24/2016,0
2223,getting ready open magnificent turnberry scotland great day especially added brave brilliant vote,06/24/2016,1
2224,statement regarding british referendum e u membership,06/24/2016,0
2225,arrived scotland place going wild vote took country back like take america back games,06/24/2016,1
2226,congratulations son eric fantastic job done rebuilding turnberry great ailsa course always support kids,06/24/2016,1
2227,leaving one night trip scotland order grand opening great turnberry resort back sat night,06/24/2016,1
2228,meet amazing mother whose letter read speech lost son policies supported clinton,06/23/2016,0
2229,read full statement supreme court executive amnesty decision imwithyou,06/23/2016,0
2230,another cnn lie clinton news network losing credibility watching much anymore,06/23/2016,0
2231,cnn totally biased favor clinton apologize knew wrong,06/23/2016,0
2232,inner cities left behind never resources support people open border,06/23/2016,0
2233,immigration consulting immigration officers wage earners hillary clinton consulting wall street,06/23/2016,0
2234,obama clinton stop meeting special interests start meeting victims illegal immigration,06/23/2016,0
2235,hillary clinton open borders tearing american families apart going make country safe americans imwithyou,06/23/2016,0
2236,sc kept us safe exec amnesty hillary pledged expand taking jobs hispanic african american workers,06/23/2016,0
2237,hillary lies benghazi families crookedhillary,06/23/2016,0
2238,isis threatens us today decisions hillary clinton made along president obama donald j trump,06/23/2016,1
2239,hillary clinton may corrupt person ever seek presidency donald j trump,06/23/2016,1
2240,thank donald rumsfeld endorsement much appreciated clinton conduct disqualifying,06/23/2016,1
2241,great children future presidents see raised right father thank,06/23/2016,1
2242,lion brilliant word response hillary slogan,06/23/2016,1
2243,great speech today america become president thank,06/23/2016,1
2244,imwithyou,06/22/2016,0
2245,imwithyou,06/22/2016,0
2246,hillary says things change say change choice americanism corrupt globalism imwithyou,06/22/2016,0
2247,saw interview best great questions great answers lou great,06/22/2016,1
2248,crooked hillary refuses say raising taxes beyond belief disaster jobs economy,06/22/2016,1
2249,interviewed tonight pm et,06/21/2016,0
2250,hillary defrauded america secy state used personal hedge fund get rich corrupt dangerous dishonest,06/21/2016,0
2251,want know hillary clinton honesty judgment ask family ambassador stevens,06/21/2016,0
2252,hillary took money favors regimes enslave women murder gays,06/21/2016,0
2253,king debt great businessman bad country made fortune debt fix u,06/21/2016,1
2254,obama clinton inherited debt turned nearly bankrupted,06/21/2016,0
2255,hillary clinton open borders immigration policies drive wages americans make everyone less safe,06/21/2016,0
2256,hillary run economy even send emails without putting entire nation risk,06/21/2016,0
2257,hillary clinton surged trade deficit china assecretary state costing americans millions jobs,06/21/2016,0
2258,hillary says election judgment right judgement killed thousands unleashed isis wrecked economy,06/21/2016,0
2259,making big speech tomorrow discuss failed policies bad judgment crooked hillary clinton,06/21/2016,0
2260,crooked hillary clinton totally unfit president really bad judgement temperament according new book mess,06/21/2016,1
2261,said within orlando club people guns obviously talking additional guards employees,06/20/2016,1
2262,proud dustin reaction pressure amazing first many majors true champion,06/20/2016,1
2263,watch hillaryclinton support makeamericagreatagain,06/19/2016,1
2264,yesterday failing fraudulently shows empty room prior speech fact packed,06/19/2016,0
2265,ny times show empty room hours speech even started knew going packed totally dishonest,06/19/2016,0
2266,donald trump speech game changer trump,06/19/2016,0
2267,see soon arizona trump,06/19/2016,0
2268,love arizona thank trump americafirst,06/19/2016,0
2269,make america great make america safe trump americafirst,06/18/2016,0
2270,thank las vegas nevada trump americafirst,06/18/2016,0
2271,las vegas getting ready speak,06/18/2016,1
2272,join phoenix arizona today pm trump americafirst,06/18/2016,0
2273,thank houston texas americafirst trump,06/18/2016,0
2274,thank americafirst,06/17/2016,0
2275,convention cleveland amazing,06/17/2016,0
2276,thank way,06/17/2016,0
2277,thank,06/17/2016,0
2278,join phoenix arizona tomorrow pm trump americafirst,06/17/2016,0
2279,thank americafirst,06/17/2016,0
2280,make america great make america safe,06/17/2016,1
2281,people unhappy crooked hillary obama jobs safety biggest trade deficit many years attacks follow orlando,06/17/2016,1
2282,amazing crowd last night dallas spirit passion ever today great state texas,06/17/2016,1
2284,thank dallas texas,06/17/2016,0
2285,houston tx vegas nv az,06/16/2016,0
2286,join houston texas tomorrow night pm tickets,06/16/2016,0
2287,donald trumps speech game changer,06/16/2016,0
2288,trade deficit rose yr high thanks horrible trade policies clinton supports fix fast jobs,06/16/2016,0
2289,mcallen texas miles u mexico border trump video,06/16/2016,0
2291,interviewed p,06/15/2016,1
2292,finally accurate story washington post,06/15/2016,0
2293,join dallas texas thursday americafirst trump,06/15/2016,0
2294,thank atlanta georgia back soon americafirst,06/15/2016,0
2295,meeting nra endorsed allowing people terrorist watch list fly list buy guns,06/15/2016,1
2296,press totally biased choice take tough fair smart message directly people,06/15/2016,1
2297,media fell criticizing donaldtrump may insinuated right,06/15/2016,1
2298,thank greensboro north carolina back soon americafirst,06/15/2016,0
2299,tonight north carolina georgia nevada,06/14/2016,0
2300,happy st birthday thank,06/14/2016,0
2301,thank lgbt community fight hillary brings people threaten freedoms beliefs,06/14/2016,0
2302,america first,06/14/2016,1
2303,american must get tough smart vigilant cannot admit people country without extraordinary screening,06/14/2016,1
2304,join atlanta wednesday noon trump tickets,06/14/2016,0
2305,crooked hillary says must call saudi arabia countries stop funding hate calling cont,06/13/2016,0
2306,saudi arabia many countries gave vast amounts money clinton foundation cont,06/13/2016,0
2307,thought people celebrating cheering even savage orlando right,06/13/2016,0
2308,speech protecting america spoke temporary ban includes suspending immigration nations tied islamic terror,06/13/2016,0
2309,based incredibly inaccurate coverage reporting record setting trump campaign hereby,06/13/2016,0
2310,fan president obama show dishonest phony washington post,06/13/2016,0
2311,terrorism immigration national security speech transcript,06/13/2016,0
2312,congratulations stanleycup champions pittsburgh,06/13/2016,0
2313,watching fairly treating words total distortion words saying,06/13/2016,1
2314,going new hampshire today home first primary victory discuss terror horrible events yesterday p,06/13/2016,1
2315,hitting obama crooked hillary hard using term radical islamic terror hillary broke said would use,06/13/2016,1
2316,happened orlando beginning leadership weak ineffective called asked ban must tough,06/12/2016,1
2318,reporting orlando killer shouted allah hu akbar slaughtered clubgoers nd man arrested la rifles near gay parade,06/12/2016,1
2319,president obama going finally mention words radical islamic terrorism immediately resign disgrace,06/12/2016,0
2320,appreciate congrats right radical islamic terrorism want congrats want toughness vigilance must smart,06/12/2016,0
2321,horrific incident fl praying victims families stop get tough smart vigilant,06/12/2016,0
2322,clinton made false ad imitating reporter groveling changed story would never mock disabled shame,06/12/2016,0
2323,really bad shooting orlando police investigating possible terrorism many people dead wounded,06/12/2016,1
2324,goofy elizabeth warren sometimes referred pocahontas pretended native american order advance career racist,06/11/2016,1
2325,riley rone great young man miss dearly,06/11/2016,0
2326,join tuesday greensboro north carolina trump americafirst,06/11/2016,0
2327,thank pittsburgh pennsylvania back soon americafirst,06/11/2016,0
2328,thank amazing law enforcement officers americafirst,06/11/2016,0
